Month,Open,High,Low,Last,Change,Settle,Estimated Volume,Prior Day Open Interest,Trade Date,Settlement
APR_19,,,,,-0.03,57.07,125.0,8984.0,2019-03-05,Final
MAY_19,,,,,-0.02,57.55,0.0,7317.0,2019-03-05,Final
JUN_19,,,,,-0.02,57.99,0.0,7357.0,2019-03-05,Final
JUL_19,,,,,-0.02,58.35,30.0,7460.0,2019-03-05,Final
AUG_19,,,,,-0.01,58.6,0.0,7532.0,2019-03-05,Final
SEP_19,,,,,-0.01,58.72,0.0,7228.0,2019-03-05,Final
OCT_19,,,,,-0.01,58.77,0.0,7113.0,2019-03-05,Final
NOV_19,,,,,,58.76,0.0,7222.0,2019-03-05,Final
DEC_19,,,,,,58.69,0.0,7666.0,2019-03-05,Final
JAN_20,,,,,,58.58,0.0,4561.0,2019-03-05,Final
FEB_20,,,,,,58.47,0.0,4103.0,2019-03-05,Final
MAR_20,,,,,,58.33,0.0,4103.0,2019-03-05,Final
APR_20,,,,,,58.17,0.0,4047.0,2019-03-05,Final
MAY_20,,,,,0.01,58.02,0.0,4054.0,2019-03-05,Final
JUN_20,,,,,0.01,57.85,0.0,4003.0,2019-03-05,Final
JUL_20,,,,,0.02,57.67,0.0,4048.0,2019-03-05,Final
AUG_20,,,,,0.02,57.52,0.0,4046.0,2019-03-05,Final
SEP_20,,,,,0.01,57.37,0.0,4041.0,2019-03-05,Final
OCT_20,,,,,0.02,57.24,0.0,4460.0,2019-03-05,Final
NOV_20,,,,,0.02,57.11,0.0,4436.0,2019-03-05,Final
DEC_20,,,,,0.02,56.91,0.0,4506.0,2019-03-05,Final
JAN_21,,,,,0.02,56.72,0.0,916.0,2019-03-05,Final
FEB_21,,,,,0.02,56.59,0.0,915.0,2019-03-05,Final
MAR_21,,,,,0.02,56.43,0.0,914.0,2019-03-05,Final
APR_21,,,,,,56.29,0.0,689.0,2019-03-05,Final
MAY_21,,,,,,56.18,0.0,689.0,2019-03-05,Final
JUN_21,,,,,0.01,56.04,0.0,678.0,2019-03-05,Final
JUL_21,,,,,0.03,55.9,0.0,736.0,2019-03-05,Final
AUG_21,,,,,0.02,55.79,0.0,736.0,2019-03-05,Final
SEP_21,,,,,0.03,55.7,0.0,753.0,2019-03-05,Final
OCT_21,,,,,0.03,55.61,0.0,827.0,2019-03-05,Final
NOV_21,,,,,0.02,55.52,0.0,826.0,2019-03-05,Final
DEC_21,,,,,0.01,55.36,0.0,826.0,2019-03-05,Final
JAN_22,,,,,0.01,55.23,0.0,128.0,2019-03-05,Final
FEB_22,,,,,0.01,55.12,0.0,131.0,2019-03-05,Final
MAR_22,,,,,0.01,55.0,0.0,128.0,2019-03-05,Final
APR_22,,,,,0.01,54.92,0.0,129.0,2019-03-05,Final
MAY_22,,,,,0.01,54.85,0.0,127.0,2019-03-05,Final
JUN_22,,,,,,54.76,0.0,112.0,2019-03-05,Final
JUL_22,,,,,,54.69,0.0,111.0,2019-03-05,Final
AUG_22,,,,,,54.63,0.0,111.0,2019-03-05,Final
SEP_22,,,,,,54.58,0.0,112.0,2019-03-05,Final
OCT_22,,,,,,54.54,0.0,111.0,2019-03-05,Final
NOV_22,,,,,,54.49,0.0,112.0,2019-03-05,Final
DEC_22,,,,,,54.43,0.0,111.0,2019-03-05,Final
JAN_23,,,,,,54.39,0.0,83.0,2019-03-05,Final
FEB_23,,,,,,54.35,0.0,83.0,2019-03-05,Final
MAR_23,,,,,-0.01,54.31,0.0,83.0,2019-03-05,Final
APR_23,,,,,-0.01,54.29,0.0,83.0,2019-03-05,Final
MAY_23,,,,,-0.01,54.27,0.0,83.0,2019-03-05,Final
JUN_23,,,,,-0.02,54.25,0.0,83.0,2019-03-05,Final
JUL_23,,,,,-0.02,54.24,0.0,83.0,2019-03-05,Final
AUG_23,,,,,-0.01,54.25,0.0,83.0,2019-03-05,Final
SEP_23,,,,,-0.01,54.27,0.0,83.0,2019-03-05,Final
OCT_23,,,,,-0.01,54.28,0.0,83.0,2019-03-05,Final
NOV_23,,,,,-0.01,54.28,0.0,75.0,2019-03-05,Final
DEC_23,,,,,-0.01,54.26,0.0,75.0,2019-03-05,Final
JAN_24,,,,,-0.01,54.22,0.0,124.0,2019-03-05,Final
FEB_24,,,,,,54.18,0.0,122.0,2019-03-05,Final
MAR_24,,,,,,54.18,0.0,124.0,2019-03-05,Final
APR_24,,,,,,54.17,0.0,123.0,2019-03-05,Final
MAY_24,,,,,-0.01,54.19,0.0,124.0,2019-03-05,Final
JUN_24,,,,,-0.01,54.2,0.0,123.0,2019-03-05,Final
JUL_24,,,,,-0.01,54.19,0.0,124.0,2019-03-05,Final
AUG_24,,,,,-0.02,54.19,0.0,124.0,2019-03-05,Final
SEP_24,,,,,-0.03,54.22,0.0,123.0,2019-03-05,Final
OCT_24,,,,,-0.04,54.26,0.0,124.0,2019-03-05,Final
NOV_24,,,,,-0.04,54.27,0.0,123.0,2019-03-05,Final
DEC_24,,,,,-0.05,54.22,0.0,124.0,2019-03-05,Final
JAN_25,,,,,-0.05,54.23,0.0,10.0,2019-03-05,Final
FEB_25,,,,,-0.06,54.24,0.0,10.0,2019-03-05,Final
MAR_25,,,,,-0.06,54.25,0.0,10.0,2019-03-05,Final
APR_25,,,,,-0.07,54.24,0.0,10.0,2019-03-05,Final
MAY_25,,,,,-0.07,54.24,0.0,10.0,2019-03-05,Final
JUN_25,,,,,-0.07,54.27,0.0,10.0,2019-03-05,Final
JUL_25,,,,,-0.06,54.29,0.0,10.0,2019-03-05,Final
AUG_25,,,,,-0.06,54.29,0.0,10.0,2019-03-05,Final
SEP_25,,,,,-0.05,54.31,0.0,10.0,2019-03-05,Final
OCT_25,,,,,-0.05,54.37,0.0,10.0,2019-03-05,Final
NOV_25,,,,,-0.05,54.34,0.0,10.0,2019-03-05,Final
DEC_25,,,,,-0.05,54.3,0.0,10.0,2019-03-05,Final
JAN_26,,,,,-0.05,54.31,0.0,0.0,2019-03-05,Final
FEB_26,,,,,-0.05,54.3,0.0,0.0,2019-03-05,Final
MAR_26,,,,,-0.05,54.32,0.0,0.0,2019-03-05,Final
APR_26,,,,,-0.05,54.3,0.0,0.0,2019-03-05,Final
MAY_26,,,,,-0.05,54.3,0.0,0.0,2019-03-05,Final
JUN_26,,,,,-0.05,54.33,0.0,0.0,2019-03-05,Final
JUL_26,,,,,-0.05,54.32,0.0,0.0,2019-03-05,Final
AUG_26,,,,,-0.05,54.32,0.0,0.0,2019-03-05,Final
SEP_26,,,,,-0.05,54.34,0.0,0.0,2019-03-05,Final
OCT_26,,,,,-0.05,54.37,0.0,0.0,2019-03-05,Final
NOV_26,,,,,-0.05,54.34,0.0,0.0,2019-03-05,Final
DEC_26,,,,,-0.05,54.3,0.0,0.0,2019-03-05,Final
JAN_27,,,,,-0.05,54.3,0.0,0.0,2019-03-05,Final
FEB_27,,,,,-0.05,54.28,0.0,0.0,2019-03-05,Final
MAR_27,,,,,-0.05,54.27,0.0,0.0,2019-03-05,Final
APR_27,,,,,-0.05,54.25,0.0,0.0,2019-03-05,Final
MAY_27,,,,,-0.05,54.24,0.0,0.0,2019-03-05,Final
JUN_27,,,,,-0.05,54.26,0.0,0.0,2019-03-05,Final
JUL_27,,,,,-0.05,54.24,0.0,0.0,2019-03-05,Final
AUG_27,,,,,-0.05,54.23,0.0,0.0,2019-03-05,Final
SEP_27,,,,,-0.05,54.24,0.0,0.0,2019-03-05,Final
OCT_27,,,,,-0.05,54.26,0.0,0.0,2019-03-05,Final
NOV_27,,,,,-0.05,54.23,0.0,0.0,2019-03-05,Final
DEC_27,,,,,-0.05,54.17,0.0,0.0,2019-03-05,Final
Total,,,,,,,280.0,146886.0,2019-03-05,Final
"Last_Updated:_Friday,_08_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-05,Final
MAR_19,,,,,0.75,56.68,437.0,15428.0,2019-03-04,Final
APR_19,,,,,0.78,57.1,462.0,8532.0,2019-03-04,Final
MAY_19,,,,,0.77,57.57,5.0,7312.0,2019-03-04,Final
JUN_19,,,,,0.79,58.01,5.0,7352.0,2019-03-04,Final
JUL_19,,,,,0.8,58.37,5.0,7455.0,2019-03-04,Final
AUG_19,,,,,0.81,58.61,5.0,7527.0,2019-03-04,Final
SEP_19,,,,,0.81,58.73,41.0,7223.0,2019-03-04,Final
OCT_19,,,,,0.83,58.78,5.0,7108.0,2019-03-04,Final
NOV_19,,,,,0.83,58.76,5.0,7217.0,2019-03-04,Final
DEC_19,,,,,0.83,58.69,5.0,7661.0,2019-03-04,Final
JAN_20,,,,,0.84,58.58,89.0,4547.0,2019-03-04,Final
FEB_20,,,,,0.85,58.47,89.0,4089.0,2019-03-04,Final
MAR_20,,,,,0.86,58.33,89.0,4089.0,2019-03-04,Final
APR_20,,,,,0.86,58.17,84.0,4038.0,2019-03-04,Final
MAY_20,,,,,0.87,58.01,84.0,4045.0,2019-03-04,Final
JUN_20,,,,,0.87,57.84,84.0,3986.0,2019-03-04,Final
JUL_20,,,,,0.87,57.65,84.0,4031.0,2019-03-04,Final
AUG_20,,,,,0.89,57.5,84.0,4029.0,2019-03-04,Final
SEP_20,,,,,0.9,57.36,84.0,4024.0,2019-03-04,Final
OCT_20,,,,,0.91,57.22,84.0,4443.0,2019-03-04,Final
NOV_20,,,,,0.92,57.09,84.0,4419.0,2019-03-04,Final
DEC_20,,,,,0.93,56.89,84.0,4489.0,2019-03-04,Final
JAN_21,,,,,0.94,56.7,0.0,916.0,2019-03-04,Final
FEB_21,,,,,0.95,56.57,0.0,915.0,2019-03-04,Final
MAR_21,,,,,0.96,56.41,0.0,914.0,2019-03-04,Final
APR_21,,,,,0.98,56.29,0.0,689.0,2019-03-04,Final
MAY_21,,,,,0.98,56.18,0.0,689.0,2019-03-04,Final
JUN_21,,,,,0.97,56.03,0.0,678.0,2019-03-04,Final
JUL_21,,,,,0.97,55.87,0.0,736.0,2019-03-04,Final
AUG_21,,,,,0.97,55.77,0.0,736.0,2019-03-04,Final
SEP_21,,,,,0.96,55.67,0.0,753.0,2019-03-04,Final
OCT_21,,,,,0.96,55.58,0.0,827.0,2019-03-04,Final
NOV_21,,,,,0.97,55.5,0.0,826.0,2019-03-04,Final
DEC_21,,,,,0.98,55.35,0.0,826.0,2019-03-04,Final
JAN_22,,,,,0.97,55.22,0.0,128.0,2019-03-04,Final
FEB_22,,,,,0.97,55.11,0.0,131.0,2019-03-04,Final
MAR_22,,,,,0.98,54.99,0.0,128.0,2019-03-04,Final
APR_22,,,,,0.98,54.91,0.0,129.0,2019-03-04,Final
MAY_22,,,,,0.97,54.84,0.0,127.0,2019-03-04,Final
JUN_22,,,,,0.98,54.76,0.0,112.0,2019-03-04,Final
JUL_22,,,,,0.98,54.69,0.0,111.0,2019-03-04,Final
AUG_22,,,,,0.98,54.63,0.0,111.0,2019-03-04,Final
SEP_22,,,,,0.98,54.58,0.0,112.0,2019-03-04,Final
OCT_22,,,,,0.98,54.54,0.0,111.0,2019-03-04,Final
NOV_22,,,,,0.98,54.49,0.0,112.0,2019-03-04,Final
DEC_22,,,,,0.98,54.43,0.0,111.0,2019-03-04,Final
JAN_23,,,,,0.99,54.39,0.0,83.0,2019-03-04,Final
FEB_23,,,,,0.99,54.35,0.0,83.0,2019-03-04,Final
MAR_23,,,,,0.99,54.32,0.0,83.0,2019-03-04,Final
APR_23,,,,,0.99,54.3,0.0,83.0,2019-03-04,Final
MAY_23,,,,,0.99,54.28,0.0,83.0,2019-03-04,Final
JUN_23,,,,,1.0,54.27,0.0,83.0,2019-03-04,Final
JUL_23,,,,,1.0,54.26,0.0,83.0,2019-03-04,Final
AUG_23,,,,,1.0,54.26,0.0,83.0,2019-03-04,Final
SEP_23,,,,,1.0,54.28,0.0,83.0,2019-03-04,Final
OCT_23,,,,,1.0,54.29,0.0,83.0,2019-03-04,Final
NOV_23,,,,,0.99,54.29,0.0,75.0,2019-03-04,Final
DEC_23,,,,,0.99,54.27,0.0,75.0,2019-03-04,Final
JAN_24,,,,,0.99,54.23,0.0,124.0,2019-03-04,Final
FEB_24,,,,,0.97,54.18,0.0,122.0,2019-03-04,Final
MAR_24,,,,,0.97,54.18,0.0,124.0,2019-03-04,Final
APR_24,,,,,0.96,54.17,0.0,123.0,2019-03-04,Final
MAY_24,,,,,0.96,54.2,0.0,124.0,2019-03-04,Final
JUN_24,,,,,0.95,54.21,0.0,123.0,2019-03-04,Final
JUL_24,,,,,0.94,54.2,0.0,124.0,2019-03-04,Final
AUG_24,,,,,0.93,54.21,0.0,124.0,2019-03-04,Final
SEP_24,,,,,0.93,54.25,0.0,123.0,2019-03-04,Final
OCT_24,,,,,0.92,54.3,0.0,124.0,2019-03-04,Final
NOV_24,,,,,0.91,54.31,0.0,123.0,2019-03-04,Final
DEC_24,,,,,0.9,54.27,0.0,124.0,2019-03-04,Final
JAN_25,,,,,0.89,54.28,0.0,10.0,2019-03-04,Final
FEB_25,,,,,0.89,54.3,0.0,10.0,2019-03-04,Final
MAR_25,,,,,0.89,54.31,0.0,10.0,2019-03-04,Final
APR_25,,,,,0.88,54.31,0.0,10.0,2019-03-04,Final
MAY_25,,,,,0.88,54.31,0.0,10.0,2019-03-04,Final
JUN_25,,,,,0.87,54.34,0.0,10.0,2019-03-04,Final
JUL_25,,,,,0.86,54.35,0.0,10.0,2019-03-04,Final
AUG_25,,,,,0.86,54.35,0.0,10.0,2019-03-04,Final
SEP_25,,,,,0.85,54.36,0.0,10.0,2019-03-04,Final
OCT_25,,,,,0.85,54.42,0.0,10.0,2019-03-04,Final
NOV_25,,,,,0.84,54.39,0.0,10.0,2019-03-04,Final
DEC_25,,,,,0.84,54.35,0.0,10.0,2019-03-04,Final
JAN_26,,,,,0.84,54.36,0.0,0.0,2019-03-04,Final
FEB_26,,,,,0.84,54.35,0.0,0.0,2019-03-04,Final
MAR_26,,,,,0.84,54.37,0.0,0.0,2019-03-04,Final
APR_26,,,,,0.84,54.35,0.0,0.0,2019-03-04,Final
MAY_26,,,,,0.84,54.35,0.0,0.0,2019-03-04,Final
JUN_26,,,,,0.84,54.38,0.0,0.0,2019-03-04,Final
JUL_26,,,,,0.84,54.37,0.0,0.0,2019-03-04,Final
AUG_26,,,,,0.84,54.37,0.0,0.0,2019-03-04,Final
SEP_26,,,,,0.84,54.39,0.0,0.0,2019-03-04,Final
OCT_26,,,,,0.84,54.42,0.0,0.0,2019-03-04,Final
NOV_26,,,,,0.84,54.39,0.0,0.0,2019-03-04,Final
DEC_26,,,,,0.84,54.35,0.0,0.0,2019-03-04,Final
JAN_27,,,,,0.84,54.35,0.0,0.0,2019-03-04,Final
FEB_27,,,,,0.84,54.33,0.0,0.0,2019-03-04,Final
MAR_27,,,,,0.84,54.32,0.0,0.0,2019-03-04,Final
APR_27,,,,,0.84,54.3,0.0,0.0,2019-03-04,Final
MAY_27,,,,,0.84,54.29,0.0,0.0,2019-03-04,Final
JUN_27,,,,,0.84,54.31,0.0,0.0,2019-03-04,Final
JUL_27,,,,,0.84,54.29,0.0,0.0,2019-03-04,Final
AUG_27,,,,,0.84,54.28,0.0,0.0,2019-03-04,Final
SEP_27,,,,,0.84,54.29,0.0,0.0,2019-03-04,Final
OCT_27,,,,,0.84,54.31,0.0,0.0,2019-03-04,Final
NOV_27,,,,,0.84,54.28,0.0,0.0,2019-03-04,Final
DEC_27,,,,,0.84,54.22,0.0,0.0,2019-03-04,Final
Total,,,,,,,1998.0,146554.0,2019-03-04,Final
"Last_Updated:_Friday,_08_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-04,Final
MAR_19,,,,,0.5,56.76,141.0,14281.0,2019-03-11,Prelim
APR_19,,,,,0.68,57.24,141.0,10495.0,2019-03-11,Prelim
MAY_19,,,,,0.67,57.68,0.0,7286.0,2019-03-11,Prelim
JUN_19,,,,,0.64,58.07,0.0,7326.0,2019-03-11,Prelim
JUL_19,,,,,0.63,58.39,24.0,7514.0,2019-03-11,Prelim
AUG_19,,,,,0.6,58.6,24.0,7506.0,2019-03-11,Prelim
SEP_19,,,,,0.59,58.72,24.0,7202.0,2019-03-11,Prelim
OCT_19,,,,,0.59,58.79,24.0,7112.0,2019-03-11,Prelim
NOV_19,,,,,0.58,58.79,24.0,7221.0,2019-03-11,Prelim
DEC_19,,,,,0.56,58.74,24.0,7665.0,2019-03-11,Prelim
JAN_20,,,,,0.54,58.66,74.0,4579.0,2019-03-11,Prelim
FEB_20,,,,,0.52,58.56,74.0,4121.0,2019-03-11,Prelim
MAR_20,,,,,0.5,58.43,74.0,4121.0,2019-03-11,Prelim
APR_20,,,,,0.49,58.28,74.0,4065.0,2019-03-11,Prelim
MAY_20,,,,,0.49,58.12,74.0,4072.0,2019-03-11,Prelim
JUN_20,,,,,0.46,57.95,74.0,4021.0,2019-03-11,Prelim
JUL_20,,,,,0.44,57.76,74.0,4066.0,2019-03-11,Prelim
AUG_20,,,,,0.43,57.6,74.0,4064.0,2019-03-11,Prelim
SEP_20,,,,,0.4,57.45,74.0,4059.0,2019-03-11,Prelim
OCT_20,,,,,0.39,57.32,74.0,4478.0,2019-03-11,Prelim
NOV_20,,,,,0.38,57.19,74.0,4459.0,2019-03-11,Prelim
DEC_20,,,,,0.38,56.99,74.0,4524.0,2019-03-11,Prelim
JAN_21,,,,,0.36,56.79,0.0,916.0,2019-03-11,Prelim
FEB_21,,,,,0.35,56.65,0.0,915.0,2019-03-11,Prelim
MAR_21,,,,,0.32,56.47,0.0,914.0,2019-03-11,Prelim
APR_21,,,,,0.31,56.32,0.0,689.0,2019-03-11,Prelim
MAY_21,,,,,0.3,56.2,0.0,689.0,2019-03-11,Prelim
JUN_21,,,,,0.3,56.05,0.0,678.0,2019-03-11,Prelim
JUL_21,,,,,0.29,55.91,0.0,736.0,2019-03-11,Prelim
AUG_21,,,,,0.28,55.8,0.0,736.0,2019-03-11,Prelim
SEP_21,,,,,0.27,55.7,0.0,753.0,2019-03-11,Prelim
OCT_21,,,,,0.26,55.61,0.0,827.0,2019-03-11,Prelim
NOV_21,,,,,0.25,55.5,0.0,826.0,2019-03-11,Prelim
DEC_21,,,,,0.24,55.33,0.0,826.0,2019-03-11,Prelim
JAN_22,,,,,0.23,55.19,0.0,128.0,2019-03-11,Prelim
FEB_22,,,,,0.22,55.08,0.0,131.0,2019-03-11,Prelim
MAR_22,,,,,0.22,54.96,0.0,128.0,2019-03-11,Prelim
APR_22,,,,,0.2,54.85,0.0,129.0,2019-03-11,Prelim
MAY_22,,,,,0.19,54.77,0.0,127.0,2019-03-11,Prelim
JUN_22,,,,,0.17,54.66,0.0,112.0,2019-03-11,Prelim
JUL_22,,,,,0.17,54.59,0.0,111.0,2019-03-11,Prelim
AUG_22,,,,,0.16,54.52,0.0,111.0,2019-03-11,Prelim
SEP_22,,,,,0.15,54.46,0.0,112.0,2019-03-11,Prelim
OCT_22,,,,,0.15,54.41,0.0,111.0,2019-03-11,Prelim
NOV_22,,,,,0.15,54.37,0.0,112.0,2019-03-11,Prelim
DEC_22,,,,,0.14,54.29,0.0,111.0,2019-03-11,Prelim
JAN_23,,,,,0.13,54.24,0.0,83.0,2019-03-11,Prelim
FEB_23,,,,,0.13,54.2,0.0,83.0,2019-03-11,Prelim
MAR_23,,,,,0.13,54.16,0.0,83.0,2019-03-11,Prelim
APR_23,,,,,0.12,54.13,0.0,83.0,2019-03-11,Prelim
MAY_23,,,,,0.12,54.11,0.0,83.0,2019-03-11,Prelim
JUN_23,,,,,0.11,54.08,0.0,83.0,2019-03-11,Prelim
JUL_23,,,,,0.1,54.06,0.0,83.0,2019-03-11,Prelim
AUG_23,,,,,0.08,54.05,0.0,83.0,2019-03-11,Prelim
SEP_23,,,,,0.07,54.05,0.0,83.0,2019-03-11,Prelim
OCT_23,,,,,0.07,54.05,0.0,83.0,2019-03-11,Prelim
NOV_23,,,,,0.08,54.05,0.0,75.0,2019-03-11,Prelim
DEC_23,,,,,0.08,54.02,0.0,75.0,2019-03-11,Prelim
JAN_24,,,,,0.07,53.98,0.0,124.0,2019-03-11,Prelim
FEB_24,,,,,0.07,53.94,0.0,122.0,2019-03-11,Prelim
MAR_24,,,,,0.07,53.95,0.0,124.0,2019-03-11,Prelim
APR_24,,,,,0.06,53.92,0.0,123.0,2019-03-11,Prelim
MAY_24,,,,,0.06,53.95,0.0,124.0,2019-03-11,Prelim
JUN_24,,,,,0.05,53.95,0.0,123.0,2019-03-11,Prelim
JUL_24,,,,,0.05,53.94,0.0,124.0,2019-03-11,Prelim
AUG_24,,,,,0.05,53.94,0.0,124.0,2019-03-11,Prelim
SEP_24,,,,,0.05,53.97,0.0,123.0,2019-03-11,Prelim
OCT_24,,,,,0.04,54.02,0.0,124.0,2019-03-11,Prelim
NOV_24,,,,,0.04,54.02,0.0,123.0,2019-03-11,Prelim
DEC_24,,,,,0.04,53.97,0.0,124.0,2019-03-11,Prelim
JAN_25,,,,,0.04,53.98,0.0,10.0,2019-03-11,Prelim
FEB_25,,,,,0.04,53.99,0.0,10.0,2019-03-11,Prelim
MAR_25,,,,,0.04,54.0,0.0,10.0,2019-03-11,Prelim
APR_25,,,,,0.04,53.99,0.0,10.0,2019-03-11,Prelim
MAY_25,,,,,0.04,53.99,0.0,10.0,2019-03-11,Prelim
JUN_25,,,,,0.04,54.02,0.0,10.0,2019-03-11,Prelim
JUL_25,,,,,0.04,54.04,0.0,10.0,2019-03-11,Prelim
AUG_25,,,,,0.04,54.04,0.0,10.0,2019-03-11,Prelim
SEP_25,,,,,0.04,54.06,0.0,10.0,2019-03-11,Prelim
OCT_25,,,,,0.04,54.12,0.0,10.0,2019-03-11,Prelim
NOV_25,,,,,0.04,54.09,0.0,10.0,2019-03-11,Prelim
DEC_25,,,,,0.04,54.05,0.0,10.0,2019-03-11,Prelim
JAN_26,,,,,0.04,54.06,0.0,0.0,2019-03-11,Prelim
FEB_26,,,,,0.04,54.05,0.0,0.0,2019-03-11,Prelim
MAR_26,,,,,0.04,54.07,0.0,0.0,2019-03-11,Prelim
APR_26,,,,,0.04,54.05,0.0,0.0,2019-03-11,Prelim
MAY_26,,,,,0.04,54.05,0.0,0.0,2019-03-11,Prelim
JUN_26,,,,,0.04,54.08,0.0,0.0,2019-03-11,Prelim
JUL_26,,,,,0.04,54.07,0.0,0.0,2019-03-11,Prelim
AUG_26,,,,,0.04,54.07,0.0,0.0,2019-03-11,Prelim
SEP_26,,,,,0.04,54.09,0.0,0.0,2019-03-11,Prelim
OCT_26,,,,,0.04,54.12,0.0,0.0,2019-03-11,Prelim
NOV_26,,,,,0.04,54.09,0.0,0.0,2019-03-11,Prelim
DEC_26,,,,,0.04,54.05,0.0,0.0,2019-03-11,Prelim
JAN_27,,,,,0.04,54.05,0.0,0.0,2019-03-11,Prelim
FEB_27,,,,,0.04,54.03,0.0,0.0,2019-03-11,Prelim
MAR_27,,,,,0.04,54.02,0.0,0.0,2019-03-11,Prelim
APR_27,,,,,0.04,54.0,0.0,0.0,2019-03-11,Prelim
MAY_27,,,,,0.04,53.99,0.0,0.0,2019-03-11,Prelim
JUN_27,,,,,0.04,54.01,0.0,0.0,2019-03-11,Prelim
JUL_27,,,,,0.04,53.99,0.0,0.0,2019-03-11,Prelim
AUG_27,,,,,0.04,53.98,0.0,0.0,2019-03-11,Prelim
SEP_27,,,,,0.04,53.99,0.0,0.0,2019-03-11,Prelim
OCT_27,,,,,0.04,54.01,0.0,0.0,2019-03-11,Prelim
NOV_27,,,,,0.04,53.98,0.0,0.0,2019-03-11,Prelim
DEC_27,,,,,0.04,53.92,0.0,0.0,2019-03-11,Prelim
Total,,,,,,,1314.0,147747.0,2019-03-11,Prelim
"Last_Updated:_Monday,_11_Mar_2019_05:30_PM_About_This_Report",,,,,,,,,2019-03-11,Prelim
"Last_Updated:_Monday,_11_Mar_2019_05:30_PM_About_This_Report",,,,,,,,,2019-03-08,Final
"Last_Updated:_Monday,_11_Mar_2019_05:30_PM_About_This_Report",,,,,,,,,2019-03-07,Final
"Last_Updated:_Monday,_11_Mar_2019_05:30_PM_About_This_Report",,,,,,,,,2019-03-06,Final
"Last_Updated:_Monday,_11_Mar_2019_05:30_PM_About_This_Report",,,,,,,,,2019-03-05,Final
